Cleaned Name,original_key,data,Unnamed: 0,Rank,Name,Age,Team,Positions,Value
Chris Kaman,Chris Kaman,"{'original_key': '1221', 'player_id': '1221', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'chris', 'rotowire_id': None, 'active': False, 'depth_chart_position': None, 'age': 42, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1982-04-28', 'last_name': 'Kaman', 'height': '84', 'status': 'RET', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C'], 'first_name': 'Chris', 'birth_city': None, 'years_exp': 13, 'sportradar_id': '859f0120-c1e1-4b75-ba10-3dca7020312b', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'chriskaman', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Tri-Unity Christian (MI)', 'search_last_name': 'kaman', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#chriskaman-NBA-FA', 'college': 'Central Michigan', 'metadata': {'channel_id': '1153292652674830336'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Chris Kaman', 'injury_status': None, 'team': None, 'position': 'C', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '265', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Anthony Gill,Anthony Gill,"{'original_key': '2192', 'player_id': '2192', 'sport': 'nba', 'number': 16, 'practice_description': None, 'search_first_name': 'anthony', 'rotowire_id': 5309, 'active': True, 'depth_chart_position': 'PF', 'age': 32, 'competitions': [], 'swish_id': 604290, 'oddsjam_id': 'DBA7A36A56A0', 'birth_date': '1992-10-17', 'last_name': 'Gill', 'height': '80', 'status': 'ACT', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C', 'PF'], 'first_name': 'Anthony', 'birth_city': None, 'years_exp': 4, 'sportradar_id': '7aa10d1a-ed4e-417d-998d-84ce66c77c9b', 'fantasy_data_id': None, 'depth_chart_order': 6, 'search_full_name': 'anthonygill', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Charlotte Christian (NC)', 'search_last_name': 'gill', 'news_updated': 1731714603709, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#anthonygill-NBA-WAS-16', 'college': 'Virginia', 'metadata': {'channel_id': '1124473341067927552'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Anthony Gill', 'injury_status': None, 'team': 'WAS', 'position': 'PF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '230', 'search_rank': 999, 'injury_body_part': None}",469.0,474.0,Anthony Gill,32.1,WAS,"PF,C",272.4381737592812
Alex Fudge,Alex Fudge,"{'original_key': '2651', 'player_id': '2651', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'alex', 'rotowire_id': 5974, 'active': True, 'depth_chart_position': None, 'age': 21, 'competitions': [], 'swish_id': 1326854, 'oddsjam_id': 'ECA89D71F6C0', 'birth_date': '2003-05-06', 'last_name': 'Fudge', 'height': '80', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PF', 'SF'], 'first_name': 'Alex', 'birth_city': None, 'years_exp': 1, 'sportradar_id': 'bc3d0653-efe8-4cca-ad54-3f88cd950447', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'alexfudge', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Riverside (FL)', 'search_last_name': 'fudge', 'news_updated': 1725657013532, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#alexfudge-NBA-FA', 'college': 'Florida', 'metadata': {'channel_id': '1113936528972709888'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Alex Fudge', 'injury_status': None, 'team': None, 'position': 'SF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '200', 'search_rank': 923, 'injury_body_part': None}",,,,,,,
Nikola Vucevic,Nikola Vucevic,"{'original_key': '1486', 'player_id': '1486', 'sport': 'nba', 'number': 9, 'practice_description': None, 'search_first_name': 'nikola', 'rotowire_id': 3212, 'active': True, 'depth_chart_position': 'C', 'age': 34, 'competitions': [], 'swish_id': 457598, 'oddsjam_id': 'A0D71A41A221', 'birth_date': '1990-10-24', 'last_name': 'Vucevic', 'height': '82', 'status': 'ACT', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C'], 'first_name': 'Nikola', 'birth_city': None, 'years_exp': 13, 'sportradar_id': '7366b2b7-5959-4dd9-9204-760e861b3119', 'fantasy_data_id': None, 'depth_chart_order': 1, 'search_full_name': 'nikolavucevic', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Stoneridge Preparatory School (CA)', 'search_last_name': 'vucevic', 'news_updated': 1732809653480, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#nikolavucevic-NBA-CHI-9', 'college': 'USC', 'metadata': {'channel_id': '1113936485611995136'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Nikola Vucevic', 'injury_status': None, 'team': 'CHI', 'position': 'C', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '260', 'search_rank': 39, 'injury_body_part': None}",131.0,132.0,Nikola Vucevic,34.1,CHI,"PF,C",3031.253567601734
Ryan Arcidiacono,Ryan Arcidiacono,"{'original_key': '1753', 'player_id': '1753', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'ryan', 'rotowire_id': 3938, 'active': True, 'depth_chart_position': None, 'age': 30, 'competitions': [], 'swish_id': 697940, 'oddsjam_id': '3272C82BFA96', 'birth_date': '1994-03-26', 'last_name': 'Arcidiacono', 'height': '75', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG', 'SG'], 'first_name': 'Ryan', 'birth_city': None, 'years_exp': 6, 'sportradar_id': '7c2dc4ed-5d14-4342-9fe7-18c66fdcb6ab', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'ryanarcidiacono', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Neshaminy (PA)', 'search_last_name': 'arcidiacono', 'news_updated': 1707496228948, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#ryanarcidiacono-NBA-FA', 'college': 'Villanova', 'metadata': {'channel_id': '1153292707355971584'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Ryan Arcidiacono', 'injury_status': None, 'team': None, 'position': 'PG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '195', 'search_rank': 380, 'injury_body_part': None}",,,,,,,
Shelvin Mack,Shelvin Mack,"{'original_key': '1259', 'player_id': '1259', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'shelvin', 'rotowire_id': None, 'active': True, 'depth_chart_position': None, 'age': 34, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1990-04-22', 'last_name': 'Mack', 'height': '75', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG', 'SG'], 'first_name': 'Shelvin', 'birth_city': None, 'years_exp': 8, 'sportradar_id': 'ee6b8f67-08cc-4d6f-ac8a-9f7c2432cb80', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'shelvinmack', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Bryan Station (KY)', 'search_last_name': 'mack', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#shelvinmack-NBA-FA', 'college': 'Butler', 'metadata': {'channel_id': '1153292273505554432'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Shelvin Mack', 'injury_status': None, 'team': None, 'position': 'PG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '203', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Marko Simonovic,Marko Simonovic,"{'original_key': '2187', 'player_id': '2187', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'marko', 'rotowire_id': 5302, 'active': True, 'depth_chart_position': None, 'age': 25, 'competitions': [], 'swish_id': 1257429, 'oddsjam_id': None, 'birth_date': '1999-10-15', 'last_name': 'Simonovic', 'height': '84', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C'], 'first_name': 'Marko', 'birth_city': None, 'years_exp': 1, 'sportradar_id': 'ac435f8a-d12c-4a42-9edd-88cabc7f460f', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'markosimonovic', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': None, 'search_last_name': 'simonovic', 'news_updated': 1688677819779, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#markosimonovic-NBA-FA', 'college': None, 'metadata': {'channel_id': '1153292017116139520'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Marko Simonovic', 'injury_status': None, 'team': None, 'position': 'C', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '220', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Anthony Brown,Anthony Brown,"{'original_key': '1622', 'player_id': '1622', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'anthony', 'rotowire_id': None, 'active': True, 'depth_chart_position': None, 'age': 32, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1992-10-10', 'last_name': 'Brown', 'height': '79', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['SF', 'SG'], 'first_name': 'Anthony', 'birth_city': None, 'years_exp': 3, 'sportradar_id': 'e0164a67-c5c3-4f3c-ac16-1700b1f72821', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'anthonybrown', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Ocean View (CA)', 'search_last_name': 'brown', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#anthonybrown-NBA-FA', 'college': 'Stanford', 'metadata': {'channel_id': '1153292702884843520'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Anthony Brown', 'injury_status': None, 'team': None, 'position': 'SF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '224', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Monte Morris,Monte Morris,"{'original_key': '1873', 'player_id': '1873', 'sport': 'nba', 'number': 23, 'practice_description': None, 'search_first_name': 'monte', 'rotowire_id': 4135, 'active': True, 'depth_chart_position': 'PG', 'age': 29, 'competitions': [], 'swish_id': 741011, 'oddsjam_id': '92C295080740', 'birth_date': '1995-06-27', 'last_name': 'Morris', 'height': '74', 'status': 'ACT', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG'], 'first_name': 'Monte', 'birth_city': None, 'years_exp': 7, 'sportradar_id': '48b05ddf-0a9f-4426-9394-231c54726eaa', 'fantasy_data_id': None, 'depth_chart_order': 3, 'search_full_name': 'montemorris', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Flint Beecher (MI)', 'search_last_name': 'morris', 'news_updated': 1731945318628, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#montemorris-NBA-PHX-23', 'college': 'Iowa State', 'metadata': {'channel_id': '1114424692191547392'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Monte Morris', 'injury_status': None, 'team': 'PHX', 'position': 'PG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '183', 'search_rank': 291, 'injury_body_part': None}",383.0,388.0,Monte Morris,29.4,PHO,"PG,SG",704.4766416838811
Jamorko Pickett,Jamorko Pickett,"{'original_key': '2362', 'player_id': '2362', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'jamorko', 'rotowire_id': 5480, 'active': True, 'depth_chart_position': None, 'age': 26, 'competitions': [], 'swish_id': 1076297, 'oddsjam_id': None, 'birth_date': '1997-12-24', 'last_name': 'Pickett', 'height': '81', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C', 'PF', 'SF'], 'first_name': 'Jamorko', 'birth_city': None, 'years_exp': 2, 'sportradar_id': '68e0230c-6006-484e-be36-8903b6cba0df', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'jamorkopickett', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Massanutten Military Academy (VA)', 'search_last_name': 'pickett', 'news_updated': 1675841452884, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#jamorkopickett-NBA-FA', 'college': 'Georgetown', 'metadata': {'channel_id': '1153292803426504704'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Jamorko Pickett', 'injury_status': None, 'team': None, 'position': 'SF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '206', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Trhae Mitchell,Trhae Mitchell,"{'original_key': '2869', 'player_id': '2869', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'trhae', 'rotowire_id': 5328, 'active': True, 'depth_chart_position': None, 'age': 27, 'competitions': [], 'swish_id': 896386, 'oddsjam_id': '68C971BF0FC0B221', 'birth_date': '1997-08-19', 'last_name': 'Mitchell', 'height': '78', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG', 'SG'], 'first_name': 'Trhae', 'birth_city': None, 'years_exp': 0, 'sportradar_id': '7819392b-4595-45dd-ba7b-79bd718725cf', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'trhaemitchell', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Pebblebrook (GA)', 'search_last_name': 'mitchell', 'news_updated': 1729098928636, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#trhaemitchell-NBA-FA', 'college': 'South Alabama', 'metadata': {'channel_id': '1151644770594983936'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Trhae Mitchell', 'injury_status': None, 'team': None, 'position': 'PG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '195', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Kendrick Nunn,Kendrick Nunn,"{'original_key': '1963', 'player_id': '1963', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'kendrick', 'rotowire_id': 4496, 'active': True, 'depth_chart_position': None, 'age': 29, 'competitions': [], 'swish_id': 741931, 'oddsjam_id': None, 'birth_date': '1995-08-03', 'last_name': 'Nunn', 'height': '75', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG', 'SG'], 'first_name': 'Kendrick', 'birth_city': None, 'years_exp': 2, 'sportradar_id': 'd63b17e9-59a5-44e0-9bf9-4ad454052b10', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'kendricknunn', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Simeon (IL)', 'search_last_name': 'nunn', 'news_updated': 1698768920346, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#kendricknunn-NBA-FA', 'college': 'Oakland', 'metadata': {'channel_id': '1153292949308592128'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Kendrick Nunn', 'injury_status': None, 'team': None, 'position': 'PG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '190', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Joakim Noah,Joakim Noah,"{'original_key': '1018', 'player_id': '1018', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'joakim', 'rotowire_id': 2822, 'active': False, 'depth_chart_position': None, 'age': 39, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1985-02-25', 'last_name': 'Noah', 'height': '83', 'status': 'RET', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C'], 'first_name': 'Joakim', 'birth_city': None, 'years_exp': 13, 'sportradar_id': 'b6eee153-eac4-41e5-afcb-ab46cf7a8ba8', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'joakimnoah', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'The Lawrenceville School (NJ)', 'search_last_name': 'noah', 'news_updated': 1606877141306, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#joakimnoah-NBA-FA', 'college': 'Florida', 'metadata': {'channel_id': '1153292781746147328'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Joakim Noah', 'injury_status': None, 'team': None, 'position': 'C', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '230', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Caris LeVert,Caris LeVert,"{'original_key': '1690', 'player_id': '1690', 'sport': 'nba', 'number': 3, 'practice_description': None, 'search_first_name': 'caris', 'rotowire_id': 3914, 'active': True, 'depth_chart_position': 'SG', 'age': 30, 'competitions': [], 'swish_id': 698991, 'oddsjam_id': '65423CC5F426', 'birth_date': '1994-08-25', 'last_name': 'LeVert', 'height': '78', 'status': 'ACT', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['SF', 'SG'], 'first_name': 'Caris', 'birth_city': None, 'years_exp': 8, 'sportradar_id': 'c34996e5-8be6-4053-a2f2-0acb0155e18c', 'fantasy_data_id': None, 'depth_chart_order': 2, 'search_full_name': 'carislevert', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Pickerington Central (OH)', 'search_last_name': 'levert', 'news_updated': 1732859749368, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#carislevert-NBA-CLE-3', 'college': 'Michigan', 'metadata': {'channel_id': '1113936489844047872'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Caris LeVert', 'injury_status': 'GTD', 'team': 'CLE', 'position': 'SG', 'injury_notes': 'Inflammation', 'pandascore_id': None, 'birth_country': None, 'weight': '205', 'search_rank': 127, 'injury_body_part': 'Knee'}",208.0,209.0,Caris LeVert,30.3,CLE,"SG,SF",2039.5768544547168
