Name,player_id,sport,number,active,depth_chart_position,age,birth_day,status,birth_city,years_exp,depth_chart_order,height,weight,college,team,position,cleaned_name
Juwan Morgan,2080,nba,,True,,27.0,1997-04-17,FA,,4.0,,79.0,232.0,Indiana,,PF,Juwan Morgan
Jordan Clarkson,1534,nba,0.0,True,SG,32.0,1992-06-07,ACT,,10.0,2.0,75.0,194.0,Missouri,UTA,SG,Jordan Clarkson
Khalifa Diop,2483,nba,,True,,22.0,2002-01-15,FA,,1.0,,83.0,231.0,,,C,Khalifa Diop
Patrick Gardner,2692,nba,,True,,25.0,1999-06-16,FA,,1.0,,83.0,245.0,Marist,,C,Patrick Gardner
Branden Carlson,2781,nba,15.0,True,C,25.0,1999-06-14,ACT,,0.0,4.0,84.0,220.0,Utah,OKC,C,Branden Carlson
Malcolm Miller,1833,nba,,True,,31.0,1993-03-06,FA,,3.0,,79.0,210.0,Holy Cross,,SG,Malcolm Miller
Malcolm Brogdon,1727,nba,15.0,True,SG,31.0,1992-12-11,ACT,,8.0,1.0,76.0,229.0,Virginia,WAS,PG,Malcolm Brogdon
Langston Galloway,1496,nba,,True,,32.0,1991-12-09,FA,,8.0,,73.0,200.0,Saint Joseph's,,SG,Langston Galloway
Kai Jones,2271,nba,23.0,True,C,23.0,2001-01-19,TWO-WAY,,2.0,5.0,83.0,221.0,Texas,LAC,C,Kai Jones
Patrick Patterson,1323,nba,,True,,35.0,1989-03-14,FA,,11.0,,80.0,235.0,Kentucky,,PF,Patrick Patterson
Yante Maten,1962,nba,,True,,28.0,1996-08-14,FA,,1.0,,79.0,240.0,Georgia,,PF,Yante Maten
Luke Ridnour,1146,nba,,False,,43.0,1981-02-13,RET,,12.0,,74.0,175.0,Oregon,,PG,Luke Ridnour
Omri Casspi,1244,nba,,False,,36.0,1988-06-22,RET,,10.0,,81.0,225.0,,,SF,Omri Casspi
Rakeem Christmas,1596,nba,,True,,32.0,1991-12-01,FA,,2.0,,81.0,250.0,Syracuse,,PF,Rakeem Christmas
Dennis Schroder,1254,nba,17.0,True,PG,31.0,1993-09-15,ACT,,11.0,1.0,73.0,175.0,,BKN,PG,Dennis Schroder
Damian Lillard,1444,nba,0.0,True,PG,34.0,1990-07-15,ACT,,12.0,1.0,74.0,195.0,Weber State,MIL,PG,Damian Lillard
Luke Babbitt,1271,nba,,False,,35.0,1989-06-20,RET,,8.0,,81.0,225.0,Nevada,,SF,Luke Babbitt
Jalen Slawson,2617,nba,,True,,25.0,1999-10-22,FA,,1.0,,79.0,215.0,Furman,,PF,Jalen Slawson
Billy Garrett,1885,nba,,True,,30.0,1994-10-16,FA,,1.0,,78.0,215.0,DePaul,,SG,Billy Garrett
Paolo Banchero,2458,nba,5.0,True,C,22.0,2002-11-12,ACT,,2.0,5.0,82.0,250.0,Duke,ORL,PF,Paolo Banchero
Drew Gooden,1114,nba,,False,,43.0,1981-09-24,RET,,14.0,,82.0,250.0,Kansas,,PF,Drew Gooden
Daniel Oturu,2132,nba,,True,,25.0,1999-09-20,FA,,1.0,,82.0,240.0,Minnesota,,C,Daniel Oturu
Xavier Henry,1227,nba,,False,,33.0,1991-03-15,RET,,5.0,,78.0,220.0,Kansas,,SF,Xavier Henry
Jeremy Evans,1345,nba,,True,,37.0,1987-10-24,FA,,7.0,,81.0,200.0,Western Kentucky,,SF,Jeremy Evans
Chris Babb,1280,nba,,True,,34.0,1990-02-14,FA,,1.0,,77.0,225.0,Iowa State,,SG,Chris Babb
Brad Wanamaker,1949,nba,,True,,35.0,1989-07-25,FA,,3.0,,75.0,210.0,Pittsburgh,,PG,Brad Wanamaker
Tyreke Evans,1275,nba,,True,,35.0,1989-09-19,FA,,10.0,,78.0,220.0,Memphis,,SG,Tyreke Evans
Josh Minott,2465,nba,8.0,True,SF,22.0,2002-11-25,ACT,,2.0,3.0,80.0,212.0,Memphis,MIN,PF,Josh Minott
Nate Pierre-Louis,2544,nba,,True,,25.0,1998-12-23,FA,,1.0,,76.0,205.0,Temple,,PF,Nate Pierre-Louis
James Ennis,1563,nba,,True,,34.0,1990-07-01,FA,,8.0,,78.0,215.0,Long Beach State,,PF,James Ennis
Yongxi Cui,2839,nba,8.0,True,SF,21.0,2003-05-28,TWO-WAY,,0.0,7.0,77.0,190.0,,BKN,SG,Yongxi Cui
Semaj Christon,1741,nba,,True,,32.0,1992-11-01,FA,,1.0,,75.0,190.0,Xavier,,PG,Semaj Christon
Reggie Jackson,1427,nba,0.0,True,PG,34.0,1990-04-16,ACT,,13.0,5.0,74.0,208.0,Boston College,PHI,PG,Reggie Jackson
Jordan Crawford,1076,nba,,False,,36.0,1988-10-23,RET,,6.0,,77.0,195.0,Xavier,,SG,Jordan Crawford
Bruno Fernando,2048,nba,24.0,True,C,26.0,1998-08-15,ACT,,5.0,3.0,81.0,240.0,Maryland,TOR,C,Bruno Fernando
Trey Mourning,2248,nba,,True,,29.0,1995-08-21,FA,,1.0,,81.0,220.0,Georgetown,,PF,Trey Mourning
Norris Cole,1374,nba,,True,,36.0,1988-10-13,FA,,6.0,,74.0,175.0,Cleveland State,,PG,Norris Cole
JT Thor,2272,nba,15.0,True,PF,22.0,2002-08-26,TWO-WAY,,3.0,5.0,81.0,203.0,Auburn,CLE,PF,JT Thor
Tolu Smith,2863,nba,,True,,24.0,2000-01-26,FA,,0.0,,83.0,245.0,Washington State,,C,Tolu Smith
Jimmer Fredette,1014,nba,,True,,35.0,1989-02-25,FA,,6.0,,74.0,195.0,BYU,,PG,Jimmer Fredette
Frank Ntilikina,1757,nba,,True,,26.0,1998-07-28,FA,,6.0,,76.0,200.0,,,SF,Frank Ntilikina
Lauri Markkanen,1752,nba,23.0,True,SF,27.0,1997-05-22,ACT,,7.0,1.0,84.0,240.0,Arizona,UTA,PF,Lauri Markkanen
Maxi Kleber,1852,nba,42.0,True,PF,32.0,1992-01-29,ACT,,7.0,2.0,82.0,240.0,,DAL,PF,Maxi Kleber
Miles Bridges,1913,nba,0.0,True,PF,26.0,1998-03-21,ACT,,5.0,1.0,79.0,225.0,Michigan State,CHA,SF,Miles Bridges
Marcus Georges-Hunt,1724,nba,,True,,30.0,1994-03-28,FA,,2.0,,77.0,226.0,Georgia Tech,,SF,Marcus Georges-Hunt
Jrue Holiday,1265,nba,4.0,True,PG,34.0,1990-06-12,ACT,,15.0,1.0,77.0,223.0,UCLA,BOS,PG,Jrue Holiday
Derrick Jones,1736,nba,55.0,True,PF,27.0,1997-02-15,ACT,,8.0,1.0,78.0,210.0,UNLV,LAC,PF,Derrick Jones
Skal Labissiere,1746,nba,,True,,28.0,1996-03-18,FA,,4.0,,82.0,235.0,Kentucky,,PF,Skal Labissiere
Isaiah Jackson,2260,nba,22.0,True,C,22.0,2002-01-10,ACT,,3.0,8.0,82.0,225.0,Kentucky,IND,C,Isaiah Jackson
Chris Boucher,1771,nba,25.0,True,PF,31.0,1993-01-11,ACT,,7.0,2.0,81.0,200.0,Oregon,TOR,PF,Chris Boucher
Josh Green,2155,nba,10.0,True,SF,24.0,2000-11-16,ACT,,4.0,1.0,77.0,200.0,Arizona,CHA,SG,Josh Green
Toure' Murry,1036,nba,,False,,35.0,1989-11-08,RET,,2.0,,76.0,198.0,Wichita State,,SF,Toure' Murry
Rashard Lewis,1369,nba,,False,,45.0,1979-08-08,RET,,16.0,,82.0,235.0,,,PF,Rashard Lewis
Kyle O'Quinn,1491,nba,,True,,34.0,1990-03-26,FA,,8.0,,81.0,250.0,Norfolk State,,C,Kyle O'Quinn
Nick Young,1225,nba,,True,,39.0,1985-06-01,FA,,12.0,,79.0,210.0,USC,,SF,Nick Young
Kyle Singler,1142,nba,,False,,36.0,1988-05-04,RET,,6.0,,80.0,228.0,Duke,,SF,Kyle Singler
Mike Tobey,1687,nba,,True,,30.0,1994-10-10,FA,,1.0,,84.0,260.0,Virginia,,C,Mike Tobey
Mason Plumlee,1175,nba,22.0,True,C,34.0,1990-03-05,ACT,,11.0,3.0,82.0,254.0,Duke,PHX,C,Mason Plumlee
Donald Sloan,1068,nba,,True,,36.0,1988-01-15,FA,,5.0,,75.0,205.0,Texas A&M,,PG,Donald Sloan
Donovan Clingan,2728,nba,23.0,True,C,20.0,2004-02-23,ACT,,0.0,2.0,86.0,280.0,UConn,POR,C,Donovan Clingan
David Duke,2363,nba,7.0,True,PG,25.0,1999-10-13,TWO-WAY,,3.0,6.0,76.0,200.0,Providence,SAS,SG,David Duke
Naz Reid,2036,nba,11.0,True,C,25.0,1999-08-26,ACT,,5.0,2.0,81.0,241.0,LSU,MIN,C,Naz Reid
Nae'Qwan Tomlin,2841,nba,,True,,23.0,2000-12-19,NWT,,0.0,,82.0,210.0,Memphis,,PF,Nae'Qwan Tomlin
Pacome Dadiet,2732,nba,4.0,True,SF,19.0,2005-07-27,ACT,,0.0,5.0,80.0,210.0,,NYK,PG,Pacome Dadiet
Isaiah Hartenstein,1934,nba,55.0,True,C,26.0,1998-05-05,ACT,,6.0,1.0,84.0,250.0,,OKC,C,Isaiah Hartenstein
Rokas Jokubaitis,2314,nba,,True,,24.0,2000-11-19,FA,,2.0,,76.0,194.0,,,PG,Rokas Jokubaitis
Chris Andersen,1367,nba,,False,,46.0,1978-07-07,RET,,15.0,,82.0,245.0,Blinn (TX),,PF,Chris Andersen
Matt Ryan,2375,nba,37.0,True,SF,27.0,1997-04-17,ACT,,3.0,3.0,78.0,215.0,Chattanooga,NYK,SF,Matt Ryan
Salah Mejri,1646,nba,,True,,38.0,1986-06-15,FA,,4.0,,86.0,235.0,,,C,Salah Mejri
Mitch Ballock,2357,nba,,True,,26.0,1998-07-02,FA,,1.0,,77.0,205.0,Creighton,,SG,Mitch Ballock
Rodney Hood,1561,nba,,False,,32.0,1992-10-20,RET,,7.0,,80.0,208.0,Duke,,SF,Rodney Hood
Nicolas Laprovittola,1712,nba,,True,,34.0,1990-01-31,FA,,1.0,,76.0,180.0,,,PG,Nicolas Laprovittola
Gui Santos,2488,nba,15.0,True,SG,22.0,2002-06-22,ACT,,1.0,7.0,79.0,218.0,,GSW,PF,Gui Santos
Amar'e Stoudemire,1032,nba,,False,,42.0,1982-11-16,RET,,14.0,,82.0,245.0,,,C,Amar'e Stoudemire
Shannon Brown,1022,nba,,False,,39.0,1985-11-29,RET,,9.0,,76.0,210.0,Michigan State,,SG,Shannon Brown
Raul Neto,1641,nba,,True,,32.0,1992-05-19,FA,,7.0,,74.0,180.0,,,PG,Raul Neto
Marques Bolden,2108,nba,,True,,26.0,1998-04-17,FA,,2.0,,82.0,249.0,Duke,,C,Marques Bolden
Luis Scola,1069,nba,,True,,44.0,1980-04-30,FA,,10.0,,81.0,240.0,,,PF,Luis Scola
Gustavo Ayon,1255,nba,,False,,39.0,1985-04-01,RET,,3.0,,82.0,250.0,,,PF,Gustavo Ayon
Kel'el Ware,2726,nba,7.0,True,C,20.0,2004-04-20,ACT,,0.0,3.0,84.0,230.0,Indiana,MIA,C,Kel'el Ware
N'Faly Dante,2756,nba,3.0,True,C,23.0,2001-10-19,TWO-WAY,,0.0,6.0,83.0,265.0,Oregon,HOU,C,N'Faly Dante
Chris Kaman,1221,nba,,False,,42.0,1982-04-28,RET,,13.0,,84.0,265.0,Central Michigan,,C,Chris Kaman
Anthony Gill,2192,nba,16.0,True,PF,32.0,1992-10-17,ACT,,4.0,6.0,80.0,230.0,Virginia,WAS,PF,Anthony Gill
Alex Fudge,2651,nba,,True,,21.0,2003-05-06,FA,,1.0,,80.0,200.0,Florida,,SF,Alex Fudge
Nikola Vucevic,1486,nba,9.0,True,C,34.0,1990-10-24,ACT,,13.0,1.0,82.0,260.0,USC,CHI,C,Nikola Vucevic
Ryan Arcidiacono,1753,nba,,True,,30.0,1994-03-26,FA,,6.0,,75.0,195.0,Villanova,,PG,Ryan Arcidiacono
Shelvin Mack,1259,nba,,True,,34.0,1990-04-22,FA,,8.0,,75.0,203.0,Butler,,PG,Shelvin Mack
Marko Simonovic,2187,nba,,True,,25.0,1999-10-15,FA,,1.0,,84.0,220.0,,,C,Marko Simonovic
Anthony Brown,1622,nba,,True,,32.0,1992-10-10,FA,,3.0,,79.0,224.0,Stanford,,SF,Anthony Brown
Monte Morris,1873,nba,23.0,True,PG,29.0,1995-06-27,ACT,,7.0,3.0,74.0,183.0,Iowa State,PHX,PG,Monte Morris
Jamorko Pickett,2362,nba,,True,,26.0,1997-12-24,FA,,2.0,,81.0,206.0,Georgetown,,SF,Jamorko Pickett
Trhae Mitchell,2869,nba,,True,,27.0,1997-08-19,FA,,0.0,,78.0,195.0,South Alabama,,PG,Trhae Mitchell
Kendrick Nunn,1963,nba,,True,,29.0,1995-08-03,FA,,2.0,,75.0,190.0,Oakland,,PG,Kendrick Nunn
Joakim Noah,1018,nba,,False,,39.0,1985-02-25,RET,,13.0,,83.0,230.0,Florida,,C,Joakim Noah
Caris LeVert,1690,nba,3.0,True,SG,30.0,1994-08-25,ACT,,8.0,2.0,78.0,205.0,Michigan,CLE,SG,Caris LeVert
Earl Clark,1025,nba,,True,,36.0,1988-01-17,FA,,6.0,,82.0,234.0,Louisville,,PF,Earl Clark
Darius Morris,1102,nba,,True,,33.0,1991-01-03,FA,,4.0,,76.0,195.0,Michigan,,PG,Darius Morris
Al Harrington,1121,nba,,False,,44.0,1980-02-17,RET,,16.0,,81.0,245.0,,,PF,Al Harrington
Dillon Jones,2727,nba,3.0,True,PF,23.0,2001-10-29,ACT,,0.0,2.0,77.0,235.0,Weber State,OKC,PF,Dillon Jones
Chris Douglas-Roberts,1156,nba,,False,,37.0,1987-01-08,RET,,6.0,,79.0,210.0,Memphis,,SG,Chris Douglas-Roberts
Mike Young,1775,nba,,True,,30.0,1994-09-05,FA,,1.0,,81.0,235.0,Pittsburgh,,PF,Mike Young
Reece Beekman,2775,nba,3.0,True,PG,23.0,2001-10-08,TWO-WAY,,0.0,4.0,73.0,198.0,Virginia,GSW,PG,Reece Beekman
Mitch McGary,1574,nba,,True,,32.0,1992-06-06,FA,,2.0,,82.0,255.0,Michigan,,PF,Mitch McGary
Zoran Dragic,1565,nba,,True,,35.0,1989-06-22,FA,,1.0,,77.0,200.0,,,SG,Zoran Dragic
George King,1976,nba,,True,,30.0,1994-01-15,FA,,1.0,,78.0,220.0,Colorado,,SF,George King
Wade Baldwin,1693,nba,,True,,28.0,1996-03-29,FA,,3.0,,76.0,200.0,Vanderbilt,,SG,Wade Baldwin
Jason Maxiell,1481,nba,,False,,41.0,1983-02-18,RET,,10.0,,79.0,260.0,Cincinnati,,PF,Jason Maxiell
Joel Embiid,1511,nba,21.0,True,C,30.0,1994-03-16,ACT,,8.0,1.0,84.0,280.0,Kansas,PHI,C,Joel Embiid
Buddy Boeheim,2493,nba,,True,,25.0,1999-11-11,FA,,1.0,,78.0,205.0,Syracuse,,SG,Buddy Boeheim
Isaac Humphries,1943,nba,,True,,26.0,1998-01-05,FA,,1.0,,84.0,255.0,Kentucky,,PF,Isaac Humphries
Wayne Selden,1696,nba,,True,,30.0,1994-09-30,FA,,3.0,,76.0,232.0,Kansas,,SG,Wayne Selden
Brice Johnson,1719,nba,,True,,30.0,1994-06-27,FA,,1.0,,82.0,230.0,North Carolina,,PF,Brice Johnson
Garrison Mathews,2021,nba,24.0,True,SF,28.0,1996-10-24,ACT,,5.0,4.0,78.0,215.0,Lipscomb,ATL,SF,Garrison Mathews
Drew Timme,2637,nba,,True,,24.0,2000-09-09,FA,,1.0,,82.0,235.0,Gonzaga,,PF,Drew Timme
Joel Bolomboy,1721,nba,,True,,30.0,1994-01-28,FA,,1.0,,81.0,235.0,Weber State,,PF,Joel Bolomboy
Miles McBride,2256,nba,2.0,True,SG,24.0,2000-09-08,ACT,,3.0,2.0,73.0,195.0,West Virginia,NYK,PG,Miles McBride
Duop Reath,2654,nba,26.0,True,C,28.0,1996-06-26,ACT,,0.0,5.0,81.0,245.0,LSU,POR,C,Duop Reath
Yogi Ferrell,1689,nba,,True,,31.0,1993-05-09,FA,,5.0,,72.0,178.0,Indiana,,PG,Yogi Ferrell
Tyson Chandler,1030,nba,,True,,42.0,1982-10-02,FA,,19.0,,84.0,235.0,,,C,Tyson Chandler
Matas Buzelis DUPLICATE,2731,nba,,False,,,,,,,,,,,,,Matas Buzelis DUPLICATE
Dmytro Skapintsev,2705,nba,,True,,26.0,1998-05-12,FA,,2.0,,85.0,260.0,Cal State Northridge,,C,Dmytro Skapintsev
Al Jefferson,1153,nba,,False,,39.0,1985-01-04,RET,,14.0,,82.0,280.0,,,C,Al Jefferson
Devin Booker,1648,nba,1.0,True,SG,28.0,1996-10-30,ACT,,9.0,1.0,77.0,206.0,Kentucky,PHX,SG,Devin Booker
Cassius Stanley,2121,nba,,True,,25.0,1999-08-18,FA,,1.0,,77.0,190.0,Duke,,SG,Cassius Stanley
Seth Curry,1041,nba,30.0,True,SG,34.0,1990-08-23,ACT,,10.0,2.0,73.0,185.0,Duke,CHA,SG,Seth Curry
Mike Conley,1200,nba,10.0,True,PG,37.0,1987-10-11,ACT,,17.0,1.0,73.0,180.0,Ohio State,MIN,PG,Mike Conley
Haywood Highsmith,1901,nba,24.0,True,PF,27.0,1996-12-09,ACT,,4.0,1.0,77.0,220.0,Wheeling (WV),MIA,SF,Haywood Highsmith
Andray Blatche,1170,nba,,False,,38.0,1986-08-22,RET,,9.0,,83.0,260.0,,,C,Andray Blatche
Trevelin Queen,2174,nba,12.0,True,PG,27.0,1997-02-25,TWO-WAY,,3.0,5.0,77.0,190.0,New Mexico State,ORL,PG,Trevelin Queen
Udoka Azubuike,2151,nba,,True,,25.0,1999-09-17,FA,,4.0,,83.0,270.0,Kansas,,C,Udoka Azubuike
Enrique Freeman,2746,nba,8.0,True,PF,24.0,2000-07-29,TWO-WAY,,0.0,4.0,79.0,215.0,Akron,IND,PF,Enrique Freeman
Abdul Gaddy,2541,nba,,True,,32.0,1992-01-26,FA,,1.0,,75.0,185.0,Washington,,SG,Abdul Gaddy
Melvin Ely,1269,nba,,False,,46.0,1978-05-02,RET,,9.0,,82.0,261.0,Fresno State,,C,Melvin Ely
Nassir Little,2101,nba,,True,,24.0,2000-02-11,FA,,5.0,,78.0,220.0,North Carolina,,PF,Nassir Little
Omari Johnson,1794,nba,,True,,35.0,1989-05-26,FA,,0.0,,81.0,220.0,Oregon State,,SF,Omari Johnson
Colby Jones,2616,nba,20.0,True,SF,22.0,2002-05-28,ACT,,1.0,3.0,78.0,205.0,Xavier,SAC,PG,Colby Jones
Darius Days,2499,nba,,True,,25.0,1999-10-20,TWO-WAY,,1.0,,79.0,245.0,LSU,,PF,Darius Days
Pascal Siakam,1716,nba,43.0,True,PF,30.0,1994-04-02,ACT,,8.0,1.0,82.0,230.0,New Mexico State,IND,PF,Pascal Siakam
Yam Madar,2189,nba,,True,,23.0,2000-12-21,NWT,,1.0,,75.0,180.0,,,PG,Yam Madar
Jared Cunningham,1248,nba,,True,,33.0,1991-05-22,FA,,4.0,,76.0,195.0,Oregon State,,SG,Jared Cunningham
Martell Webster,1119,nba,,False,,37.0,1986-12-04,RET,,10.0,,79.0,230.0,,,SF,Martell Webster
Omer Asik,1243,nba,,False,,38.0,1986-07-04,RET,,8.0,,84.0,255.0,,,C,Omer Asik
Marcus Garrett,2348,nba,,True,,26.0,1998-11-09,FA,,1.0,,77.0,205.0,Kansas,,SG,Marcus Garrett
Myles Powell,2175,nba,5.0,True,,27.0,1997-07-07,FA,,1.0,,74.0,195.0,Seton Hall,,PG,Myles Powell
D.J. Carton,2364,nba,3.0,True,PG,24.0,2000-08-05,TWO-WAY,,1.0,4.0,74.0,200.0,Marquette,TOR,SG,D.J. Carton
Dwayne Bacon,1780,nba,,True,,29.0,1995-08-30,FA,,4.0,,78.0,221.0,Florida State,,SG,Dwayne Bacon
JaMychal Green,1532,nba,,True,,34.0,1990-06-21,FA,,8.0,,81.0,227.0,Alabama,,PF,JaMychal Green
Brandon Miller,2568,nba,24.0,True,SG,22.0,2002-11-22,ACT,,1.0,1.0,79.0,200.0,Alabama,CHA,PF,Brandon Miller
Edmond Sumner,1766,nba,,True,,28.0,1995-12-31,FA,,5.0,,76.0,190.0,Xavier,,SG,Edmond Sumner
DJ Steward,2374,nba,0.0,True,PG,23.0,2001-10-02,TWO-WAY,,1.0,7.0,73.0,162.0,Duke,CHI,SG,DJ Steward
Walt Lemon,1816,nba,,True,,32.0,1992-07-26,FA,,2.0,,75.0,180.0,Bradley,,SG,Walt Lemon
Romaro Gill,2178,nba,,True,,30.0,1994-10-02,FA,,1.0,,86.0,255.0,Seton Hall,,C,Romaro Gill
Brandon Rachal,2386,nba,,True,,25.0,1999-09-30,FA,,1.0,,78.0,220.0,Tulsa,,SG,Brandon Rachal
Daishen Nix,2347,nba,1.0,True,PG,22.0,2002-02-13,TWO-WAY,,3.0,5.0,75.0,226.0,,MIN,PG,Daishen Nix
Luke Kornet,1759,nba,40.0,True,C,29.0,1995-07-15,ACT,,7.0,4.0,86.0,255.0,Vanderbilt,BOS,C,Luke Kornet
Wesley Matthews,1446,nba,,True,,38.0,1986-10-14,FA,,14.0,,77.0,220.0,Marquette,,SG,Wesley Matthews
Jimmy Butler,1000,nba,22.0,True,SF,35.0,1989-09-14,ACT,,13.0,1.0,79.0,230.0,Marquette,MIA,SF,Jimmy Butler
Jacob Toppin,2627,nba,0.0,True,PF,24.0,2000-05-08,TWO-WAY,,1.0,5.0,80.0,200.0,Kentucky,NYK,SF,Jacob Toppin
Daniel Theis,1824,nba,10.0,True,C,32.0,1992-04-04,ACT,,7.0,3.0,80.0,245.0,,NOP,C,Daniel Theis
Joel Freeland,1451,nba,,False,,37.0,1987-02-07,RET,,3.0,,82.0,225.0,Farnborough College of Technology (GBR),,C,Joel Freeland
Zach Collins,1866,nba,23.0,True,C,27.0,1997-11-19,ACT,,6.0,2.0,83.0,240.0,Gonzaga,SAS,PF,Zach Collins
Shawn Long,1679,nba,,True,,31.0,1993-01-29,FA,,1.0,,81.0,255.0,Louisiana,,PF,Shawn Long
Kevin Martin,1186,nba,,False,,41.0,1983-02-01,RET,,12.0,,79.0,204.0,Western Carolina,,SG,Kevin Martin
Marquese Chriss,1738,nba,,True,,27.0,1997-07-02,FA,,6.0,,81.0,240.0,Washington,,C,Marquese Chriss
Jalen Crutcher,2382,nba,,True,,25.0,1999-07-18,FA,,2.0,,74.0,175.0,Dayton,,PG,Jalen Crutcher
Mo Williams,1454,nba,,False,,41.0,1982-12-19,RET,,13.0,,73.0,198.0,Alabama,,PG,Mo Williams
Darius Garland,2007,nba,10.0,True,PG,24.0,2000-01-26,ACT,,5.0,1.0,73.0,192.0,Vanderbilt,CLE,PG,Darius Garland
Olivier-Maxence Prosper,2585,nba,8.0,True,PF,22.0,2002-07-03,ACT,,1.0,5.0,80.0,215.0,Marquette,DAL,PF,Olivier-Maxence Prosper
Charles Bassey,2265,nba,28.0,True,C,24.0,2000-10-28,ACT,,3.0,3.0,82.0,240.0,Western Kentucky,SAS,C,Charles Bassey
Jaysean Paige,2405,nba,,True,,30.0,1994-07-30,FA,,1.0,,74.0,200.0,West Virginia,,PG,Jaysean Paige
Trevon Bluiett,1947,nba,,True,,30.0,1994-11-04,FA,,1.0,,78.0,198.0,Xavier,,SG,Trevon Bluiett
Kobe Brown,2579,nba,21.0,True,C,24.0,2000-01-01,ACT,,1.0,4.0,79.0,250.0,Missouri,LAC,PG,Kobe Brown
Travis Wear,1497,nba,,True,,34.0,1990-09-21,FA,,2.0,,81.0,219.0,UCLA,,SF,Travis Wear
Lester Quinones,2411,nba,25.0,True,PG,24.0,2000-11-16,TWO-WAY,,2.0,6.0,76.0,208.0,Memphis,PHI,SG,Lester Quinones
Luc Mbah a Moute,1192,nba,,True,,38.0,1986-09-09,FA,,12.0,,80.0,230.0,UCLA,,PF,Luc Mbah a Moute
Bruce Brown,1909,nba,11.0,True,SG,28.0,1996-08-15,ACT,,6.0,2.0,76.0,202.0,Miami (FL),TOR,PF,Bruce Brown
Greg Stiemsma,1278,nba,,False,,39.0,1985-09-26,RET,,4.0,,83.0,260.0,Wisconsin,,C,Greg Stiemsma
Bronny James,2755,nba,9.0,True,PG,20.0,2004-10-06,ACT,,0.0,4.0,74.0,212.0,USC,LAL,PG,Bronny James
Sim Bhullar,1578,nba,,True,,31.0,1992-12-02,FA,,1.0,,89.0,360.0,New Mexico State,,C,Sim Bhullar
Kevin Hervey,2096,nba,,True,,28.0,1996-07-09,FA,,1.0,,80.0,230.0,Texas-Arlington,,PF,Kevin Hervey
Jaren Jackson,1924,nba,13.0,True,PF,25.0,1999-09-15,ACT,,6.0,1.0,82.0,242.0,Michigan State,MEM,C,Jaren Jackson
Brian Roberts,1273,nba,,False,,38.0,1985-12-03,RET,,5.0,,73.0,173.0,Dayton,,PG,Brian Roberts
Isaiah Stewart,2159,nba,28.0,True,C,23.0,2001-05-22,ACT,,4.0,2.0,80.0,250.0,Washington,DET,C,Isaiah Stewart
William Howard,2047,nba,,True,,31.0,1993-10-25,FA,,1.0,,80.0,207.0,,,SF,William Howard
Shane Battier,1372,nba,,False,,46.0,1978-09-09,RET,,13.0,,80.0,220.0,Duke,,SF,Shane Battier
Facundo Campazzo,2191,nba,,True,,33.0,1991-03-23,FA,,2.0,,70.0,195.0,,,PG,Facundo Campazzo
Jerian Grant,1592,nba,,True,,32.0,1992-10-09,FA,,5.0,,76.0,205.0,Notre Dame,,SG,Jerian Grant
David Stockton,1579,nba,,True,,33.0,1991-06-24,FA,,2.0,,71.0,165.0,Gonzaga,,PG,David Stockton
John Henson,1388,nba,,True,,33.0,1990-12-28,FA,,8.0,,81.0,219.0,North Carolina,,PF,John Henson
Gabe York,2403,nba,,True,,31.0,1993-08-02,FA,,1.0,,75.0,185.0,Arizona,,SG,Gabe York
Marial Shayok,2016,nba,,True,,29.0,1995-07-26,FA,,1.0,,77.0,198.0,Iowa State,,SG,Marial Shayok
Malik Monk,1779,nba,0.0,True,SG,26.0,1998-02-04,ACT,,7.0,2.0,75.0,200.0,Kentucky,SAC,SG,Malik Monk
Jusuf Nurkic,1583,nba,20.0,True,C,30.0,1994-08-23,ACT,,10.0,1.0,84.0,290.0,,PHX,C,Jusuf Nurkic
Nicolas Brussino,1733,nba,,True,,31.0,1993-03-02,FA,,1.0,,80.0,195.0,,,SF,Nicolas Brussino
Jaylon Tyson,2712,nba,24.0,True,SF,21.0,2002-12-02,ACT,,0.0,4.0,78.0,218.0,California,CLE,PG,Jaylon Tyson
Mitchell Robinson,1887,nba,23.0,True,C,26.0,1998-04-01,ACT,,6.0,5.0,84.0,278.0,,NYK,C,Mitchell Robinson
Andre Iguodala,1089,nba,,False,,40.0,1984-01-28,RET,,19.0,,78.0,215.0,Arizona,,SF,Andre Iguodala
Cam Whitmore,2573,nba,7.0,True,PF,20.0,2004-07-08,ACT,,1.0,3.0,79.0,235.0,Villanova,HOU,PF,Cam Whitmore
Danilo Gallinari,1468,nba,,True,,36.0,1988-08-08,FA,,14.0,,82.0,236.0,,,PF,Danilo Gallinari
Christian Braun,2457,nba,0.0,True,SG,23.0,2001-04-17,ACT,,2.0,1.0,78.0,220.0,Kansas,DEN,PG,Christian Braun
Josh Magette,1811,nba,,True,,35.0,1989-11-28,FA,,1.0,,73.0,160.0,Alabama-Huntsville,,PG,Josh Magette
Sir'Jabari Rice,2634,nba,,True,,25.0,1998-12-28,FA,,1.0,,76.0,180.0,Texas,,PG,Sir'Jabari Rice
Oscar Tshiebwe,2632,nba,34.0,True,C,25.0,1999-11-27,TWO-WAY,,1.0,5.0,80.0,255.0,Kentucky,UTA,PF,Oscar Tshiebwe
Lance Thomas,1276,nba,,True,,36.0,1988-04-24,FA,,9.0,,80.0,240.0,Duke,,SF,Lance Thomas
